"transaction_id";"customer_id";"transaction_amount_usd";"velocity_1h";"velocity_24h";"geo_distance_km";"device_risk_score";"merchant_risk_score";"synthetic_identity_score";"high_amount_flag";"velocity_flag";"geo_risk_flag";"fraud_label"
"T9018078";"C100439";473.74;1;7;25.7;0.109;0.097;0.024;0;0;0;0
"T9025193";"C100440";71.71;1;3;20.9;0.124;0.554;0.14;0;0;0;0
"T9008063";"C100442";152.55;1;3;4.5;0.344;0.449;0.16;0;0;0;0
"T9039942";"C100443";92.26;0;6;1.9;0.143;0.315;0.286;0;0;0;0
"T9032289";"C100444";29.3;0;3;2.6;0.358;0.079;0.38;0;0;0;0
"T9019055";"C100445";38.56;1;4;17.0;0.532;0.442;0.173;0;0;0;0
"T9063221";"C100446";19.26;2;4;2.4;0.516;0.365;0.101;0;0;0;0
"T9046945";"C100447";67.06;0;3;81.1;0.415;0.148;0.403;0;0;0;0
"T9037033";"C100448";14.98;1;5;7.3;0.006;0.519;0.32;0;0;0;0
"T9016521";"C100449";108.97;2;7;0.6;0.599;0.319;0.097;0;0;0;0
"T9052357";"C100450";138.04;0;3;41.4;0.053;0.092;0.135;0;0;0;0
"T9018566";"C100451";93.13;0;3;14.9;0.262;0.203;0.553;0;0;0;0
"T9030687";"C100452";59.65;1;2;19.6;0.375;0.071;0.094;0;0;0;0
"T9045220";"C100453";423.72;1;3;1.8;0.707;0.578;0.013;0;0;0;0
"T9063110";"C100456";24.82;1;7;21.0;0.428;0.021;0.058;0;0;0;0
"T9010646";"C100457";194.88;1;2;920.6;0.357;0.209;0.444;0;0;1;0
"T9009284";"C100459";582.47;1;2;41.3;0.142;0.218;0.088;0;0;0;0
"T9058256";"C100460";149.57;2;4;21.3;0.354;0.101;0.19;0;0;0;0
"T9045858";"C100461";479.59;2;6;7.5;0.272;0.191;0.109;0;0;0;0
"T9009314";"C100462";63.18;3;3;1.7;0.03;0.136;0.341;0;0;0;0
"T9052834";"C100463";776.86;3;4;18.1;0.162;0.117;0.297;0;0;0;0
"T9034915";"C100464";80.24;1;3;6.2;0.169;0.19;0.241;0;0;0;0
"T9009738";"C100465";12.0;1;3;19.8;0.244;0.304;0.357;0;0;0;0
"T9016706";"C100468";23.58;0;5;19.3;0.411;0.083;0.175;0;0;0;0
"T9042030";"C100469";27.03;1;5;39.1;0.201;0.058;0.197;0;0;0;0
"T9023056";"C100471";66.9;1;5;89.4;0.144;0.228;0.065;0;0;0;0
"T9036983";"C100472";36.56;0;0;4.5;0.262;0.398;0.226;0;0;0;0
"T9041864";"C100473";64.98;0;3;7.4;0.195;0.012;0.132;0;0;0;0
"T9038632";"C100475";30.49;2;7;8.1;0.271;0.188;0.114;0;0;0;0
"T9052865";"C100476";15.67;1;3;29.7;0.309;0.427;0.205;0;0;0;0
"T9045389";"C100478";38.34;2;5;13.5;0.389;0.561;0.043;0;0;0;0
"T9035491";"C100479";23.17;1;3;55.1;0.593;0.374;0.181;0;0;0;0
"T9059276";"C100480";55.6;1;1;30.9;0.181;0.261;0.356;0;0;0;0
"T9030302";"C100482";26.61;2;2;15.0;0.244;0.23;0.244;0;0;0;0
"T9009520";"C100483";16.99;0;4;20.1;0.443;0.44;0.07;0;0;0;0
"T9014339";"C100484";140.42;1;4;16.1;0.336;0.074;0.205;0;0;0;0
"T9002182";"C100485";58.0;1;2;3.5;0.195;0.364;0.144;0;0;0;0
"T9052973";"C100486";57.58;0;1;2.2;0.136;0.122;0.09;0;0;0;0
"T9034671";"C100487";52.34;2;4;12.4;0.127;0.075;0.238;0;0;0;0
"T9056052";"C100489";246.99;3;3;58.7;0.553;0.07;0.099;0;0;0;1
"T9023262";"C100490";125.77;1;2;31.5;0.533;0.299;0.367;0;0;0;0
"T9007277";"C100491";38.6;3;5;14.6;0.455;0.148;0.157;0;0;0;0
"T9047755";"C100493";77.49;1;4;17.6;0.108;0.377;0.122;0;0;0;0
"T9045074";"C100494";550.44;0;2;4.6;0.251;0.163;0.21;0;0;0;0
"T9009141";"C100495";9.27;0;6;8.6;0.101;0.583;0.259;0;0;0;0
"T9050162";"C100496";324.88;1;2;23.5;0.161;0.263;0.571;0;0;0;0
"T9055923";"C100497";83.08;2;6;387.8;0.102;0.175;0.271;0;0;0;0
"T9038532";"C100498";109.23;1;1;18.7;0.408;0.024;0.261;0;0;0;0
"T9012535";"C100500";21.05;0;3;2.1;0.094;0.135;0.542;0;0;0;0
"T9042817";"C100501";151.27;1;6;2.9;0.221;0.183;0.046;0;0;0;0
"T9053208";"C100503";113.68;3;7;0.3;0.392;0.295;0.06;0;0;0;0
"T9051480";"C100505";33.34;0;1;7.9;0.376;0.249;0.016;0;0;0;0
"T9062119";"C100506";78.28;1;5;20.1;0.129;0.12;0.005;0;0;0;0
"T9016810";"C100507";98.2;0;1;53.5;0.223;0.02;0.124;0;0;0;0
"T9042726";"C100508";22.97;1;3;197.8;0.168;0.309;0.153;0;0;0;0
"T9013845";"C100509";29.44;0;3;14.2;0.274;0.478;0.176;0;0;0;0
"T9038602";"C100511";23.95;0;1;14.1;0.555;0.567;0.14;0;0;0;0
"T9040306";"C100516";26.76;1;4;1338.3;0.177;0.443;0.72;0;0;1;0
"T9021336";"C100517";94.3;1;5;19.4;0.412;0.077;0.011;0;0;0;0
"T9027628";"C100518";22.22;2;4;1269.3;0.207;0.286;0.478;0;0;1;0
"T9014619";"C100521";270.13;1;4;28.7;0.433;0.247;0.434;0;0;0;0
"T9031916";"C100522";68.75;1;3;20.1;0.296;0.37;0.191;0;0;0;0
"T9036869";"C100527";257.15;1;4;8.3;0.082;0.458;0.138;0;0;0;0
"T9043522";"C100528";132.85;0;2;79.6;0.258;0.269;0.11;0;0;0;0
"T9029933";"C100530";1081.27;1;4;52.8;0.418;0.073;0.221;0;0;0;0
"T9049983";"C100531";181.3;1;4;47.4;0.262;0.097;0.079;0;0;0;0
"T9027471";"C100532";128.0;0;4;9.8;0.328;0.068;0.05;0;0;0;0
"T9014283";"C100533";183.31;1;2;28.9;0.242;0.121;0.016;0;0;0;0
"T9017315";"C100534";37.23;0;2;17.7;0.47;0.117;0.077;0;0;0;0
"T9062882";"C100535";165.17;1;2;28.1;0.275;0.068;0.338;0;0;0;0
"T9058119";"C100538";18.72;1;2;76.2;0.338;0.45;0.043;0;0;0;0
"T9035981";"C100540";17.73;1;5;448.6;0.558;0.067;0.142;0;0;0;0
"T9012981";"C100541";681.56;1;3;20.1;0.164;0.08;0.173;0;0;0;0
"T9044801";"C100542";77.98;0;0;50.5;0.292;0.134;0.171;0;0;0;0
"T9042599";"C100543";242.21;2;3;8.6;0.251;0.147;0.213;0;0;0;0
"T9053206";"C100544";97.74;2;3;944.1;0.589;0.201;0.136;0;0;1;0
"T9042643";"C100546";98.77;0;2;4161.5;0.308;0.168;0.413;0;0;1;0
"T9014295";"C100547";112.9;3;4;21.5;0.502;0.354;0.258;0;0;0;0
"T9009059";"C100548";41.31;0;2;14.3;0.581;0.033;0.089;0;0;0;0
"T9025932";"C100549";44.48;0;3;15.5;0.191;0.053;0.229;0;0;0;0
"T9026757";"C100550";19.94;1;2;47.4;0.342;0.198;0.169;0;0;0;0
"T9052655";"C100551";11.5;0;7;3.0;0.317;0.319;0.285;0;0;0;0
"T9018797";"C100553";36.23;0;0;23.8;0.327;0.376;0.1;0;0;0;0
"T9035378";"C100554";31.58;2;3;65.3;0.526;0.181;0.047;0;0;0;0
"T9058830";"C100555";13.17;0;4;12.8;0.4;0.427;0.246;0;0;0;0
"T9043279";"C100557";70.68;4;7;6.1;0.277;0.292;0.011;0;0;0;0
"T9011458";"C100558";34.29;0;2;33.4;0.536;0.114;0.157;0;0;0;0
"T9029959";"C100560";22.1;2;7;2.0;0.063;0.313;0.279;0;0;0;0
"T9037223";"C100561";22.38;2;7;6.0;0.453;0.08;0.143;0;0;0;0
"T9015242";"C100564";69.23;1;4;56.5;0.063;0.08;0.061;0;0;0;0
"T9056078";"C100565";107.48;2;2;33.2;0.356;0.366;0.215;0;0;0;0
"T9011744";"C100566";98.22;3;8;2.8;0.29;0.244;0.227;0;0;0;0
"T9046727";"C100567";85.05;2;4;11.9;0.53;0.332;0.108;0;0;0;0
"T9014603";"C100568";44.96;2;5;7.6;0.65;0.291;0.094;0;0;0;0
"T9024148";"C100570";20.81;2;4;10.0;0.499;0.165;0.322;0;0;0;0
"T9053569";"C100572";122.32;0;1;55.7;0.237;0.241;0.289;0;0;0;0
"T9063801";"C100573";38.45;1;4;4396.8;0.452;0.625;0.138;0;0;1;0
"T9048028";"C100575";37.85;0;2;35.0;0.2;0.071;0.268;0;0;0;0
"T9038363";"C100576";77.84;1;3;1.7;0.306;0.176;0.302;0;0;0;0
"T9027692";"C100577";194.05;2;3;7.8;0.119;0.508;0.335;0;0;0;0
"T9017089";"C100578";3.57;1;7;4.7;0.283;0.191;0.168;0;0;0;0
"T9014103";"C100579";57.31;0;5;1.6;0.313;0.138;0.027;0;0;0;0
"T9056106";"C100581";72.99;0;5;3.9;0.161;0.078;0.034;0;0;0;0
"T9036183";"C100582";33.28;0;1;7.5;0.086;0.159;0.029;0;0;0;0
"T9043528";"C100584";64.89;0;5;55.6;0.13;0.286;0.281;0;0;0;0
"T9006666";"C100585";57.11;1;4;0.6;0.21;0.355;0.299;0;0;0;0
"T9034202";"C100586";27.55;1;2;11.6;0.364;0.183;0.031;0;0;0;0
"T9040424";"C100587";71.4;2;2;18.9;0.118;0.221;0.409;0;0;0;0
"T9062093";"C100589";100.54;1;4;32.4;0.382;0.266;0.167;0;0;0;0
"T9003452";"C100592";115.96;1;2;11.5;0.209;0.66;0.146;0;0;0;0
"T9034468";"C100593";62.19;0;2;2627.9;0.418;0.143;0.165;0;0;1;0
"T9046034";"C100594";13.75;0;2;13.8;0.279;0.313;0.207;0;0;0;0
"T9004293";"C100596";102.63;3;4;31.7;0.195;0.502;0.2;0;0;0;0
"T9036391";"C100597";19.7;0;1;12.5;0.487;0.721;0.158;0;0;0;0
"T9026538";"C100598";131.52;1;2;8.6;0.706;0.1;0.075;0;0;0;0
"T9029988";"C100599";398.55;1;4;0.3;0.177;0.25;0.041;0;0;0;0
"T9010604";"C100601";9.58;2;8;22.8;0.542;0.088;0.209;0;0;0;0
"T9025361";"C100602";97.35;2;6;31.4;0.042;0.077;0.314;0;0;0;0
"T9037992";"C100604";53.93;1;3;52.3;0.241;0.461;0.2;0;0;0;1
"T9050972";"C100605";91.44;1;2;57.2;0.237;0.16;0.093;0;0;0;0
"T9028033";"C100607";14.85;1;3;2.3;0.238;0.113;0.09;0;0;0;0
"T9022060";"C100610";105.09;1;6;35.9;0.378;0.309;0.357;0;0;0;0
"T9031810";"C100611";12.37;1;3;0.6;0.092;0.072;0.181;0;0;0;0
"T9031144";"C100612";13.25;1;2;36.8;0.441;0.483;0.221;0;0;0;0
"T9034604";"C100613";33.64;1;4;5.3;0.486;0.191;0.431;0;0;0;0
"T9043695";"C100615";257.05;2;4;483.0;0.305;0.131;0.015;0;0;0;0
"T9008658";"C100617";74.83;1;1;4.2;0.309;0.135;0.06;0;0;0;0
"T9039009";"C100618";96.53;0;1;3.9;0.492;0.561;0.153;0;0;0;0
"T9007683";"C100619";194.83;2;8;0.3;0.292;0.673;0.131;0;0;0;0
"T9052836";"C100620";68.24;2;2;32.4;0.101;0.058;0.088;0;0;0;0
"T9049485";"C100621";127.44;1;3;0.5;0.129;0.229;0.239;0;0;0;0
"T9001477";"C100622";188.53;0;2;4.3;0.204;0.341;0.327;0;0;0;1
"T9059602";"C100624";261.57;3;4;3.0;0.675;0.413;0.458;0;0;0;0
"T9048107";"C100625";167.4;1;4;40.3;0.353;0.609;0.101;0;0;0;0
"T9023348";"C100626";7.4;3;8;32.5;0.36;0.155;0.065;0;0;0;0
"T9035832";"C100627";36.34;1;2;313.4;0.305;0.363;0.222;0;0;0;0
"T9004129";"C100629";30.61;1;3;18.2;0.572;0.06;0.252;0;0;0;0
"T9029981";"C100630";92.55;3;5;58.5;0.298;0.469;0.519;0;0;0;0
"T9059958";"C100631";235.28;0;2;264.9;0.599;0.145;0.044;0;0;0;0
"T9054679";"C100632";19.91;0;2;22.5;0.249;0.604;0.263;0;0;0;0
"T9014360";"C100633";116.57;0;4;17.3;0.416;0.052;0.117;0;0;0;0
"T9062802";"C100636";41.18;1;5;3.4;0.447;0.163;0.073;0;0;0;0
"T9055067";"C100637";60.28;0;0;1.9;0.208;0.612;0.048;0;0;0;0
"T9046561";"C100639";137.45;0;4;15.8;0.357;0.353;0.133;0;0;0;0
"T9027789";"C100640";37.91;1;2;28.4;0.413;0.292;0.172;0;0;0;0
"T9064834";"C100641";44.93;2;4;9.5;0.253;0.247;0.074;0;0;0;0
"T9013252";"C100642";76.03;2;3;50.7;0.173;0.316;0.14;0;0;0;0
"T9038393";"C100643";40.91;1;5;38.4;0.501;0.359;0.08;0;0;0;0
"T9039862";"C100644";46.16;1;4;11.2;0.188;0.136;0.1;0;0;0;0
"T9011632";"C100647";49.93;0;3;37.2;0.26;0.187;0.102;0;0;0;0
"T9008247";"C100648";362.03;2;7;590.5;0.084;0.323;0.221;0;0;1;0
"T9061649";"C100649";37.26;1;3;26.8;0.263;0.072;0.164;0;0;0;0
"T9062744";"C100650";12.58;2;5;85.9;0.323;0.618;0.052;0;0;0;0
"T9040627";"C100651";108.99;1;5;4.4;0.575;0.281;0.198;0;0;0;0
"T9052697";"C100652";10.21;1;2;24.0;0.457;0.39;0.032;0;0;0;0
"T9017117";"C100653";15.93;0;2;23.1;0.2;0.377;0.025;0;0;0;0
"T9031546";"C100654";78.57;1;6;2.8;0.257;0.158;0.458;0;0;0;0
"T9000630";"C100655";122.45;2;6;26.2;0.405;0.177;0.444;0;0;0;0
"T9063045";"C100656";103.74;1;2;2818.6;0.596;0.174;0.173;0;0;1;0
"T9008035";"C100657";189.89;1;5;1.7;0.426;0.19;0.052;0;0;0;0
"T9026060";"C100658";76.42;2;4;9.9;0.45;0.425;0.127;0;0;0;0
"T9053674";"C100660";112.91;1;6;141.8;0.354;0.554;0.372;0;0;0;0
"T9015147";"C100662";75.83;0;3;9223.0;0.303;0.449;0.205;0;0;1;0
"T9042694";"C100664";260.92;1;5;79.2;0.397;0.079;0.019;0;0;0;0
"T9048111";"C100665";314.77;0;3;20.1;0.117;0.442;0.463;0;0;0;0
"T9050413";"C100668";112.31;1;3;1747.3;0.372;0.519;0.452;0;0;1;0
"T9034634";"C100669";42.73;1;4;2.9;0.399;0.319;0.516;0;0;0;0
"T9023372";"C100670";86.74;2;5;37.6;0.107;0.092;0.304;0;0;0;0
"T9001696";"C100672";23.28;1;4;10.4;0.223;0.071;0.294;0;0;0;0
"T9047935";"C100674";111.53;0;5;14.9;0.232;0.302;0.227;0;0;0;0
"T9035067";"C100676";294.0;0;4;6.0;0.187;0.021;0.153;0;0;0;0
"T9016675";"C100677";26.82;1;5;11.3;0.424;0.209;0.331;0;0;0;0
"T9036822";"C100678";57.58;1;3;8.9;0.196;0.637;0.16;0;0;0;0
"T9058454";"C100679";26.94;1;2;19.9;0.112;0.218;0.289;0;0;0;1
"T9028504";"C100680";182.84;1;3;31.2;0.256;0.101;0.191;0;0;0;0
"T9048595";"C100681";12.56;0;1;3.9;0.467;0.191;0.409;0;0;0;0
"T9000943";"C100682";220.31;2;3;8.8;0.727;0.136;0.191;0;0;0;0
"T9013852";"C100683";38.49;1;3;37.3;0.095;0.117;0.13;0;0;0;0
"T9055866";"C100684";26.13;0;1;39.2;0.316;0.19;0.041;0;0;0;0
"T9045986";"C100685";22.68;2;3;13.9;0.285;0.304;0.007;0;0;0;0
"T9022430";"C100687";188.32;3;4;12.4;0.096;0.388;0.083;0;0;0;0
"T9061994";"C100689";38.43;0;4;12.9;0.215;0.058;0.076;0;0;0;0
"T9039969";"C100690";37.01;1;4;14.8;0.302;0.069;0.174;0;0;0;0
"T9043119";"C100691";90.76;0;2;2031.1;0.061;0.228;0.134;0;0;1;1
"T9053954";"C100693";65.38;3;7;2.3;0.128;0.012;0.166;0;0;0;0
"T9054901";"C100694";32.47;1;3;4518.4;0.61;0.487;0.016;0;0;1;0
"T9031907";"C100695";8.59;0;5;28.4;0.163;0.188;0.242;0;0;0;0
"T9039508";"C100696";41.62;2;6;2.9;0.536;0.427;0.435;0;0;0;0
"T9005488";"C100697";153.4;1;3;2.3;0.421;0.475;0.055;0;0;0;0
"T9018536";"C100700";21.79;1;5;14.0;0.217;0.261;0.161;0;0;0;0
"T9019690";"C100701";17.56;2;5;49.1;0.325;0.479;0.167;0;0;0;0
"T9061572";"C100702";622.52;1;3;65.2;0.337;0.23;0.014;0;0;0;0
"T9033391";"C100703";75.69;2;7;40.0;0.643;0.44;0.234;0;0;0;0
"T9042593";"C100705";82.91;0;0;10.0;0.241;0.364;0.176;0;0;0;0
"T9062453";"C100706";14.49;0;1;5200.4;0.264;0.122;0.063;0;0;1;0
"T9045779";"C100707";8.58;0;1;70.6;0.43;0.075;0.134;0;0;0;0
"T9051284";"C100708";19.17;1;1;6.7;0.153;0.271;0.34;0;0;0;0
"T9031988";"C100710";57.9;1;4;30.4;0.486;0.299;0.054;0;0;0;0
"T9037113";"C100711";118.34;1;3;12.5;0.361;0.148;0.023;0;0;0;0
"T9042263";"C100712";38.57;2;4;660.6;0.127;0.176;0.022;0;0;1;0
"T9050277";"C100714";6.35;0;2;9.6;0.301;0.163;0.035;0;0;0;0
"T9010477";"C100718";162.8;0;2;15.6;0.418;0.024;0.135;0;0;0;0
"T9060184";"C100719";58.18;1;5;6.6;0.33;0.216;0.072;0;0;0;0
"T9010311";"C100720";67.94;0;2;12.3;0.047;0.135;0.232;0;0;0;0
"T9038962";"C100721";34.49;1;3;30.3;0.407;0.183;0.192;0;0;0;0
"T9026396";"C100724";24.9;1;1;9.9;0.202;0.111;0.057;0;0;0;0
"T9023687";"C100725";10.96;3;4;562.5;0.218;0.249;0.14;0;0;1;0
"T9020436";"C100727";107.94;1;4;14.5;0.653;0.02;0.332;0;0;0;0
"T9053653";"C100729";109.19;3;6;8.7;0.31;0.478;0.741;0;0;0;0
"T9064319";"C100730";53.18;1;1;14.3;0.134;0.07;0.466;0;0;0;1
"T9034683";"C100731";46.98;1;2;20.0;0.126;0.567;0.134;0;0;0;0
"T9001003";"C100733";28.04;0;2;56.7;0.167;0.121;0.202;0;0;0;0
"T9012848";"C100734";25.67;0;1;3.8;0.199;0.232;0.138;0;0;0;0
"T9002530";"C100735";148.13;2;4;9.5;0.23;0.206;0.119;0;0;0;0
"T9045777";"C100736";620.39;0;1;59.4;0.4;0.443;0.158;0;0;0;0
"T9021339";"C100737";86.38;4;4;23.5;0.679;0.077;0.209;0;0;0;0
"T9036416";"C100739";284.93;1;2;11.9;0.121;0.075;0.3;0;0;0;1
"T9034611";"C100741";111.63;0;2;1649.5;0.096;0.247;0.073;0;0;1;0
"T9049327";"C100742";9.33;1;5;6.7;0.563;0.37;0.139;0;0;0;0
"T9038456";"C100743";21.78;1;5;5.8;0.242;0.121;0.413;0;0;0;0
"T9009809";"C100744";77.13;0;2;25.9;0.311;0.234;0.316;0;0;0;0
"T9050094";"C100745";19.67;1;3;77.0;0.253;0.054;0.018;0;0;0;0
"T9020825";"C100746";86.91;1;3;14.1;0.125;0.259;0.051;0;0;0;0
"T9029438";"C100747";115.44;2;4;0.3;0.376;0.458;0.021;0;0;0;0
"T9012430";"C100748";13.31;1;3;47.0;0.339;0.269;0.176;0;0;0;0
"T9030738";"C100751";23.29;0;1;29.5;0.104;0.097;0.051;0;0;0;0
"T9023334";"C100752";64.23;1;2;1.0;0.177;0.068;0.377;0;0;0;0
"T9017943";"C100755";121.7;3;5;1.2;0.145;0.068;0.297;0;0;0;0
"T9013996";"C100756";13.79;1;5;5.9;0.814;0.632;0.067;0;0;0;1
"T9059059";"C100757";98.71;0;1;8.4;0.058;0.063;0.011;0;0;0;0
"T9058460";"C100758";26.83;2;5;17.3;0.265;0.45;0.172;0;0;0;0
"T9044609";"C100759";32.83;2;3;1630.3;0.153;0.162;0.049;0;0;1;0
"T9014286";"C100761";66.57;2;5;6.8;0.154;0.08;0.102;0;0;0;0
"T9034255";"C100763";49.6;1;4;0.3;0.062;0.147;0.091;0;0;0;0
"T9012487";"C100764";42.67;2;3;1.5;0.544;0.201;0.012;0;0;0;0
"T9019293";"C100765";125.77;1;6;9.8;0.598;0.213;0.151;0;0;0;0
"T9059713";"C100767";135.57;3;5;36.8;0.048;0.354;0.199;0;0;0;0
"T9062278";"C100771";26.92;1;2;21.6;0.2;0.319;0.13;0;0;0;0
"T9037815";"C100772";18.21;3;5;16.7;0.36;0.686;0.099;0;0;0;0
"T9057074";"C100773";34.08;1;3;44.7;0.075;0.376;0.227;0;0;0;0
"T9037757";"C100776";76.44;2;6;45.9;0.322;0.378;0.126;0;0;0;0
"T9052881";"C100777";35.9;2;3;11.8;0.546;0.292;0.034;0;0;0;0
"T9019452";"C100779";333.84;0;4;2.3;0.608;0.513;0.285;0;0;0;0
"T9051849";"C100780";91.08;0;5;33.8;0.21;0.313;0.206;0;0;0;0
"T9034943";"C100781";393.66;0;3;32.0;0.267;0.08;0.074;0;0;0;0
"T9046095";"C100782";14.05;1;2;97.7;0.058;0.213;0.027;0;0;0;0
"T9032495";"C100783";21.71;1;4;33.2;0.646;0.225;0.118;0;0;0;0
"T9044147";"C100785";11.06;0;2;1111.2;0.1;0.366;0.148;0;0;1;0
"T9001034";"C100786";90.37;3;4;14.4;0.343;0.244;0.157;0;0;0;0
"T9040490";"C100787";320.65;1;1;7.2;0.621;0.332;0.022;0;0;0;0
"T9036562";"C100788";102.7;0;1;1.2;0.095;0.291;0.035;0;0;0;0
"T9064132";"C100789";211.83;1;2;1.5;0.089;0.299;0.151;0;0;0;0
"T9031905";"C100790";83.34;1;5;18.2;0.394;0.165;0.119;0;0;0;0
"T9064809";"C100794";32.38;5;8;46.0;0.135;0.329;0.142;0;0;0;0
"T9051687";"C100796";280.83;1;4;17.8;0.588;0.176;0.21;0;0;0;0
"T9039750";"C100798";38.15;0;4;185.2;0.245;0.191;0.126;0;0;0;0
"T9002927";"C100799";163.56;0;1;22.5;0.136;0.138;0.006;0;0;0;0
"T9007515";"C100800";41.42;5;7;64.5;0.476;0.078;0.167;0;0;0;0
"T9044679";"C100801";140.41;1;3;59.8;0.28;0.078;0.206;0;0;0;0
"T9034803";"C100802";41.84;3;6;18.0;0.41;0.159;0.125;0;0;0;0
"T9007890";"C100803";355.31;0;2;18.3;0.1;0.474;0.033;0;0;0;0
"T9055445";"C100805";79.68;3;6;2.8;0.57;0.355;0.094;0;0;0;0
"T9027337";"C100807";43.5;1;7;3.5;0.262;0.221;0.359;0;0;0;0
"T9024823";"C100808";101.63;4;6;36.2;0.325;0.451;0.106;0;0;0;0
"T9056989";"C100809";23.84;1;3;3.2;0.627;0.266;0.252;0;0;0;0
"T9047972";"C100810";24.19;2;5;12.9;0.25;0.046;0.094;0;0;0;0
"T9041865";"C100811";20.97;1;4;37.9;0.251;0.521;0.163;0;0;0;0
"T9022358";"C100812";65.65;2;4;48.3;0.579;0.66;0.274;0;0;0;0
"T9006425";"C100816";224.64;3;3;4162.7;0.28;0.502;0.056;0;0;1;0
"T9062349";"C100817";70.54;1;4;6.5;0.079;0.721;0.064;0;0;0;0
"T9039485";"C100818";8.13;0;2;22.8;0.17;0.1;0.052;0;0;0;0
"T9056164";"C100819";242.2;0;1;3.3;0.374;0.25;0.003;0;0;0;0
"T9021862";"C100820";24.7;3;5;0.9;0.076;0.337;0.098;0;0;0;0
"T9032131";"C100821";41.07;3;5;16.7;0.564;0.088;0.043;0;0;0;0
"T9001805";"C100828";13.65;5;9;14.0;0.222;0.269;0.233;0;0;0;0
"T9011496";"C100829";127.37;1;4;1125.9;0.466;0.415;0.115;0;0;1;1
"T9020628";"C100831";65.34;0;2;32.7;0.506;0.072;0.062;0;0;0;1
"T9024602";"C100833";43.61;0;2;7.9;0.069;0.191;0.357;0;0;0;0
"T9000697";"C100834";90.56;1;3;0.2;0.11;0.053;0.317;0;0;0;0
"T9002328";"C100835";26.3;1;3;0.7;0.259;0.131;0.282;0;0;0;0
"T9043812";"C100836";492.24;1;5;22.8;0.14;0.282;0.032;0;0;0;0
"T9056462";"C100837";112.53;1;4;49.7;0.563;0.135;0.154;0;0;0;0
"T9042501";"C100838";47.59;1;6;1.6;0.153;0.561;0.051;0;0;0;0
"T9046833";"C100839";18.02;1;3;1.2;0.216;0.673;0.311;0;0;0;1
"T9018494";"C100840";229.03;0;2;10.7;0.258;0.058;0.254;0;0;0;0
"T9013661";"C100841";319.05;0;3;9.2;0.204;0.229;0.017;0;0;0;0
"T9016813";"C100842";49.58;1;2;15.8;0.235;0.341;0.087;0;0;0;0
"T9010575";"C100843";56.89;0;5;33.3;0.325;0.39;0.037;0;0;0;0
"T9003120";"C100844";95.32;0;0;35.6;0.317;0.413;0.317;0;0;0;0
"T9023273";"C100845";117.52;0;1;23.3;0.171;0.609;0.226;0;0;0;0
"T9053860";"C100847";42.01;0;0;58.2;0.264;0.363;0.184;0;0;0;0
"T9042480";"C100848";71.54;2;6;28.2;0.258;0.264;0.338;0;0;0;0
"T9061282";"C100850";98.92;1;3;18.3;0.175;0.469;0.023;0;0;0;0
"T9015938";"C100852";58.93;1;2;2495.8;0.483;0.604;0.104;0;0;1;0
"T9008405";"C100855";50.22;1;4;4.9;0.118;0.24;0.355;0;0;0;0
"T9045286";"C100856";73.96;1;5;21.5;0.171;0.163;0.117;0;0;0;0
"T9061042";"C100857";24.18;0;2;7.8;0.224;0.612;0.237;0;0;0;0
"T9004623";"C100858";8.11;1;3;2.3;0.303;0.171;0.4;0;0;0;0
"T9062407";"C100859";56.71;1;3;5.7;0.594;0.353;0.015;0;0;0;0
"T9026391";"C100861";37.31;2;7;16.2;0.339;0.247;0.358;0;0;0;0
"T9012617";"C100862";85.33;1;2;3.3;0.31;0.316;0.583;0;0;0;0
"T9032512";"C100864";17.28;0;2;68.9;0.11;0.136;0.011;0;0;0;0
"T9052628";"C100865";11.37;0;6;25.9;0.287;0.308;0.147;0;0;0;0
"T9041186";"C100866";81.2;1;6;11.2;0.061;0.213;0.381;0;0;0;0
"T9012496";"C100867";87.77;1;4;8.5;0.249;0.187;0.338;0;0;0;0
"T9039012";"C100868";60.13;0;3;2606.4;0.31;0.323;0.118;0;0;1;0
"T9018048";"C100869";22.23;0;0;23.0;0.191;0.072;0.241;0;0;0;0
"T9046904";"C100871";32.16;0;1;2546.8;0.267;0.281;0.301;0;0;1;0
"T9043024";"C100873";100.67;2;3;46.7;0.532;0.377;0.15;0;0;0;0
"T9064718";"C100874";72.47;1;1;21.8;0.323;0.158;0.236;0;0;0;0
"T9044230";"C100875";30.9;3;7;0.6;0.186;0.177;0.058;0;0;0;0
"T9019706";"C100877";35.08;0;0;9.6;0.54;0.19;0.089;0;0;0;0
"T9041033";"C100879";475.72;1;5;20.0;0.144;0.097;0.213;0;0;0;0
"T9001410";"C100880";353.62;1;4;22.0;0.548;0.554;0.023;0;0;0;0
"T9000039";"C100881";152.53;3;5;3.3;0.332;0.162;0.025;0;0;0;0
"T9032997";"C100882";52.94;1;4;0.2;0.178;0.449;0.239;0;0;0;0
"T9027098";"C100883";24.24;2;4;13.3;0.413;0.315;0.049;0;0;0;0
"T9014183";"C100887";118.08;3;4;10.9;0.11;0.148;0.161;0;0;0;0
"T9007652";"C100888";43.85;2;5;49.7;0.091;0.519;0.171;0;0;0;0
"T9032052";"C100889";33.78;0;3;18.2;0.421;0.319;0.134;0;0;0;0
"T9058734";"C100890";12.09;2;4;27.2;0.237;0.092;0.208;0;0;0;0
"T9018192";"C100891";44.84;0;1;4404.7;0.528;0.203;0.119;0;0;1;0
